1.25,3.91225
1.25009,3.91229
1.25019,3.91234
1.25028,3.91239
1.25037,3.91243
1.25046,3.91248
1.25056,3.91253
1.25065,3.91257
1.25074,3.91262
1.25083,3.91266
1.25093,3.91271
1.25102,3.91276
1.25111,3.9128
1.25121,3.91285
1.2513,3.9129
1.25139,3.91294
1.25148,3.91299
1.25158,3.91304
1.25167,3.91308
1.25176,3.91313
1.25186,3.91317
1.25195,3.91322
1.25204,3.91327
1.25214,3.91331
1.25223,3.91336
1.25232,3.91341
1.25241,3.91345
1.25251,3.9135
1.2526,3.91355
1.25269,3.91359
1.25279,3.91364
1.25288,3.91369
1.25297,3.91373
1.25307,3.91378
1.25316,3.91383
1.25325,3.91387
1.25335,3.91392
1.25344,3.91397
1.25353,3.91401
1.25363,3.91406
1.25372,3.9141
1.25381,3.91415
1.2539,3.9142
1.254,3.91424
1.25409,3.91429
1.25418,3.91434
1.25428,3.91438
1.25437,3.91443
1.25446,3.91448
1.25456,3.91452
1.25465,3.91457
1.25474,3.91462
1.25484,3.91466
1.25493,3.91471
1.25503,3.91476
1.25512,3.9148
1.25521,3.91485
1.25531,3.9149
1.2554,3.91494
1.25549,3.91499
1.25559,3.91504
1.25568,3.91508
1.25577,3.91513
1.25587,3.91518
1.25596,3.91523
1.25605,3.91527
1.25615,3.91532
1.25624,3.91537
1.25633,3.91541
1.25643,3.91546
1.25652,3.91551
1.25662,3.91555
1.25671,3.9156
1.2568,3.91565
1.2569,3.91569
1.25699,3.91574
1.25708,3.91579
1.25718,3.91583
1.25727,3.91588
1.25737,3.91593
1.25746,3.91598
1.25755,3.91602
1.25765,3.91607
1.25774,3.91612
1.25783,3.91616
1.25793,3.91621
1.25802,3.91626
1.25812,3.9163
1.25821,3.91635
1.2583,3.9164
1.2584,3.91645
1.25849,3.91649
1.25859,3.91654
1.25868,3.91659
1.25877,3.91663
1.25887,3.91668
1.25896,3.91673
1.25906,3.91677
1.25915,3.91682
1.25924,3.91687
1.25934,3.91692
1.25943,3.91696
1.25953,3.91701
1.25962,3.91706
1.25971,3.9171
1.25981,3.91715
1.2599,3.9172
1.26,3.91725
1.26009,3.91729
1.26019,3.91734
1.26028,3.91739
1.26037,3.91743
1.26047,3.91748
1.26056,3.91753
1.26066,3.91758
1.26075,3.91762
1.26084,3.91767
1.26094,3.91772
1.26103,3.91777
1.26113,3.91781
1.26122,3.91786
1.26132,3.91791
1.26141,3.91795
1.26151,3.918
1.2616,3.91805
1.26169,3.9181
1.26179,3.91814
1.26188,3.91819
1.26198,3.91824
1.26207,3.91829
1.26217,3.91833
1.26226,3.91838
1.26236,3.91843
1.26245,3.91848
1.26254,3.91852
1.26264,3.91857
1.26273,3.91862
1.26283,3.91867
1.26292,3.91871
1.26302,3.91876
1.26311,3.91881
1.26321,3.91886
1.2633,3.9189
1.2634,3.91895
1.26349,3.919
1.26359,3.91905
1.26368,3.91909
1.26377,3.91914
1.26387,3.91919
1.26396,3.91924
1.26406,3.91928
1.26415,3.91933
1.26425,3.91938
1.26434,3.91943
1.26444,3.91947
1.26453,3.91952
1.26463,3.91957
1.26472,3.91962
1.26482,3.91966
1.26491,3.91971
1.26501,3.91976
1.2651,3.91981
1.2652,3.91985
1.26529,3.9199
1.26539,3.91995
1.26548,3.92
1.26558,3.92005
1.26567,3.92009
1.26577,3.92014
1.26586,3.92019
1.26596,3.92024
1.26605,3.92028
1.26615,3.92033
1.26624,3.92038
1.26634,3.92043
1.26643,3.92048
1.26653,3.92052
1.26662,3.92057
1.26672,3.92062
1.26681,3.92067
1.26691,3.92071
1.267,3.92076
1.2671,3.92081
1.26719,3.92086
1.26729,3.92091
1.26739,3.92095
1.26748,3.921
1.26758,3.92105
1.26767,3.9211
1.26777,3.92115
1.26786,3.92119
1.26796,3.92124
1.26805,3.92129
1.26815,3.92134
1.26824,3.92139
1.26834,3.92143
1.26843,3.92148
1.26853,3.92153
1.26863,3.92158
1.26872,3.92163
1.26882,3.92167
1.26891,3.92172
1.26901,3.92177
1.2691,3.92182
1.2692,3.92187
1.26929,3.92191
1.26939,3.92196
1.26948,3.92201
1.26958,3.92206
1.26968,3.92211
1.26977,3.92215
1.26987,3.9222
1.26996,3.92225
1.27006,3.9223
1.27015,3.92235
1.27025,3.92239
1.27035,3.92244
1.27044,3.92249
1.27054,3.92254
1.27063,3.92259
1.27073,3.92264
1.27082,3.92268
1.27092,3.92273
1.27102,3.92278
1.27111,3.92283
1.27121,3.92288
1.2713,3.92293
1.2714,3.92297
1.2715,3.92302
1.27159,3.92307
1.27169,3.92312
1.27178,3.92317
1.27188,3.92322
1.27198,3.92326
1.27207,3.92331
1.27217,3.92336
1.27226,3.92341
1.27236,3.92346
1.27246,3.92351
1.27255,3.92355
1.27265,3.9236
1.27274,3.92365
1.27284,3.9237
1.27294,3.92375
1.27303,3.9238
1.27313,3.92384
1.27322,3.92389
1.27332,3.92394
1.27342,3.92399
1.27351,3.92404
1.27361,3.92409
1.27371,3.92414
1.2738,3.92418
1.2739,3.92423
1.27399,3.92428
1.27409,3.92433
1.27419,3.92438
1.27428,3.92443
1.27438,3.92447
1.27448,3.92452
1.27457,3.92457
1.27467,3.92462
1.27476,3.92467
1.27486,3.92472
1.27496,3.92477
1.27505,3.92482
1.27515,3.92486
1.27525,3.92491
1.27534,3.92496
1.27544,3.92501
1.27554,3.92506
